name|video|start|end|speaker|orth|translation
01April_2011_Friday_tagesschau-3386|01April_2011_Friday_tagesschau-3386/1/*.png|-1|-1|Signer08|SUEDOST DURCHGEHEND SONNE TROCKEN WARM|in der südosthälfte weiterhin viel sonne trocken und sehr warm
01August_2011_Monday_heute-4848|01August_2011_Monday_heute-4848/1/*.png|-1|-1|Signer07|GUT ABEND LIEB ZUSCHAUER|guten abend liebe zuschauer
01August_2011_Monday_heute-4849|01August_2011_Monday_heute-4849/1/*.png|-1|-1|Signer07|SOMMER KOENNEN SCHOEN|sommer kann ja so schön sein
01August_2011_Monday_heute-4850|01August_2011_Monday_heute-4850/1/*.png|-1|-1|Signer07|WEST SUEDWEST SCHON WETTER|im westen und süden konnte man das heute schon genießen
01August_2011_Monday_heute-4851|01August_2011_Monday_heute-4851/1/*.png|-1|-1|Signer07|BESONDERS BLAU HIMMEL WIE MAINZ ZEIGEN-BILDSCHIRM|diesen herrlich blauen himmel wie hier bei mainz
01August_2011_Monday_heute-4852|01August_2011_Monday_heute-4852/1/*.png|-1|-1|Signer07|KOMMEN ALLE KOMMEN WARM SONNE AUS FRANKREICH KOMMEN|und es wird uns alle treffen denn die wärme die hitze kommt aus frankreich
01August_2011_Monday_heute-4853|01August_2011_Monday_heute-4853/1/*.png|-1|-1|Signer07|SCHON DREISSIG GRAD KOMMEN|dort sind es dreißig grad
01August_2011_Monday_heute-4854|01August_2011_Monday_heute-4854/1/*.png|-1|-1|Signer07|IN-KOMMEND TAG AUCH poss-BEI-UNS|die erreichen uns in den nächsten tagen auch
01August_2011_Monday_heute-4855|01August_2011_Monday_heute-4855/1/*.png|-1|-1|Signer07|AM MITTWOCH WIEDER WARM DRUCK WEST SCHON ANFANG REGEN GEWITTER|aber ab mittwoch wird es schon wieder sehr schwül im westen kann es die ersten regenschauer und gewitter geben
01August_2011_Monday_heute-4856|01August_2011_Monday_heute-4856/1/*.png|-1|-1|Signer07|ABER HEUTE ABEND RUHIG|aber heute nacht ist ja alles ruhig
01August_2011_Monday_heute-4857|01August_2011_Monday_heute-4857/1/*.png|-1|-1|Signer07|BISSCHEN NEBEL|wir haben ein paar nebelfelder
01August_2011_Monday_heute-4858|01August_2011_Monday_heute-4858/1/*.png|-1|-1|Signer07|MORGEN FRUEH BAYERN NIEDERSACHSEN REGION S REGION NORD KUESTE|morgen früh in bayern und in sachsen vielleicht auch an der nordseeküste
01August_2011_Monday_heute-4859|01August_2011_Monday_heute-4859/1/*.png|-1|-1|Signer07|AUCH VIELLEICHT BISSCHEN ABER NACHT ENORM MILD IX|dazu bleibt die nacht auch ziemlich mild
01August_2011_Monday_heute-4860|01August_2011_Monday_heute-4860/1/*.png|-1|-1|Signer07|MORGEN NEBEL ACH neg-HABEN|und morgen ja der nebel spielt keine rolle
01August_2011_Monday_heute-4861|01August_2011_Monday_heute-4861/1/*.png|-1|-1|Signer07|SONNE MACHEN NEBEL VERSCHWINDEN|die sonne kommt bruzzelt diese nebelfelder weg
01August_2011_Monday_heute-4862|01August_2011_Monday_heute-4862/1/*.png|-1|-1|Signer07|DANN NORD DEUTSCH LAND SONNE|dann scheint sie erstmal in norddeutschland
01August_2011_Monday_heute-4863|01August_2011_Monday_heute-4863/1/*.png|-1|-1|Signer07|ABER NORDWEST MUENSTER LAND BIS IX HESSEN REGION VIELLEICHT THUERINGEN REGION AUCH BISSCHEN WOLKE BISSCHEN STARK WOLKE|allerdings so von münsterland runter bis nach hessen vielleicht auch bis nach thüringen sind vorübergehend die wolken ein bisschen dichter
01August_2011_Monday_heute-4866|01August_2011_Monday_heute-4866/1/*.png|-1|-1|Signer07|WARM SUEDWEST SCHON DREISSIG GRAD SCHON MEISTENS|im südwesten geht es ja schon mal rauf bis dreißig grad
01August_2011_Monday_heute-4867|01August_2011_Monday_heute-4867/1/*.png|-1|-1|Signer07|REST VIER ZWANZIG GRAD BIS DREI ZWANZIG GRAD|sonst ist es meist vierundzwanzig bis achtundzwanzig
01August_2011_Monday_heute-4868|01August_2011_Monday_heute-4868/1/*.png|-1|-1|Signer07|BISSCHEN KUEHL MEISTENS NORD KUESTE BISSCHEN KUEHL IX|ein bisschen kühler bleibt es noch direkt an den küsten
01August_2011_Monday_heute-4871|01August_2011_Monday_heute-4871/1/*.png|-1|-1|Signer07|GLEICH DONNERSTAG FREITAG UEBERALL KOMMEN|und das ganze erreicht uns dann am donnerstag und freitag überall
01August_2011_Monday_heute-4872|01August_2011_Monday_heute-4872/1/*.png|-1|-1|Signer07|IHR SCHOEN ABEND MACHEN GUT|ihnen einen schönen abend und machen sie es gut
01December_2011_Thursday_heute-3054|01December_2011_Thursday_heute-3054/1/*.png|-1|-1|Signer05|ABEND LIEB ZUSCHAUER poss-EUCH|guten abend liebe zuschauer
01December_2011_Thursday_heute-3055|01December_2011_Thursday_heute-3055/1/*.png|-1|-1|Signer05|DEZEMBER ANFANG REGEN HEUTE LEUTE NACH-HAUSE NACH-HAUSE NACH-HAUSE NACH-HAUSE DAS-IST-ES HEUTE VOR MITTAG W IX|kaum beginnt der dezember mit regen schon ist kaum jemand mehr auf den straßen wie zum beispiel in waren heute vormittag an der müritz
01December_2011_Thursday_heute-3056|01December_2011_Thursday_heute-3056/1/*.png|-1|-1|Signer05|WEITER REGEN VIER ZWANZIG STUNDE REGEN KOMMEN DANN DEUTSCH LAND NORD KUEHL|und es geht auch mit regen weiter in den nächsten vierundzwanzig stunden wird uns dieses regengebiet überqueren dahinter wird es dann von norden für norddeutschland ein bisschen kühler
01December_2011_Thursday_heute-3057|01December_2011_Thursday_heute-3057/1/*.png|-1|-1|Signer05|UND REGION REGEN SAMSTAG DOCH MORGEN ABEND IX IRLAND SONNTAG REGEN DOCH VERBREITEN|und das nächste regengebiet folgt auf dem fuße für den samstag liegt es morgen abend in irland und für den sonntag muss das regengebiet sich noch kräftig entwickeln
01December_2011_Thursday_heute-3059|01December_2011_Thursday_heute-3059/1/*.png|-1|-1|Signer05|SUED BLEIBEN TROCKEN BESONDERS BAYERN OST HIMMEL KLAR BISSCHEN NEBEL AUCH FROST|im süden bleibt es dagegen trocken und vor allem im östlichen bayern bei klarem himmel und einigen nebelfeldern wird es auch wieder frostig werden
01December_2011_Thursday_heute-3062|01December_2011_Thursday_heute-3062/1/*.png|-1|-1|Signer05|TAG AUCH REGEN NORDWEST REGION SPAETER SUEDWEST AUCH|und wir haben auch tagsüber regen den vor allem die erstmal im nordwesten und an den küsten später auch im südwesten
01December_2011_Thursday_heute-3063|01December_2011_Thursday_heute-3063/1/*.png|-1|-1|Signer05|OST BISSCHEN MEHR TROCKEN BIS WALD P+O+P PFALZ IX DANN REGION MILD IX SONNE|nach osten ist ein bisschen trockener und so vom bodensee bis zum oberpfälzer wald bleibt es wahrscheinlich auch trocken es gibt sonnige abschnitte
01December_2011_Thursday_heute-3064|01December_2011_Thursday_heute-3064/1/*.png|-1|-1|Signer05|REGION STURM NORDWEST WEHEN IX|insgesamt haben wir einen stürmischen südwest bis westwind dazu
01December_2011_Thursday_heute-3065|01December_2011_Thursday_heute-3065/1/*.png|-1|-1|Signer05|IN-KOMMEND IN-KOMMEND|und in den nächsten tagen naja
01December_2011_Thursday_heute-3066|01December_2011_Thursday_heute-3066/1/*.png|-1|-1|Signer05|NUR REGEN BIS MONTAG VIEL STURM|nur regen bis zum montag und auch ziemlich viel sturm
01December_2011_Thursday_heute-3067|01December_2011_Thursday_heute-3067/1/*.png|-1|-1|Signer05|SCHOEN ABEND poss-EUCH MACHEN GUT poss-EUCH|ihnen einen schönen abend und machen sie es gut
01December_2011_Thursday_tagesschau-3466|01December_2011_Thursday_tagesschau-3466/1/*.png|-1|-1|Signer05|JETZT WETTER MORGEN FREITAG ZWEITE DEZEMBER|und nun die wettervorhersage für morgen freitag den zweiten dezember
01December_2011_Thursday_tagesschau-3467|01December_2011_Thursday_tagesschau-3467/1/*.png|-1|-1|Signer05|IX MEER TIEF NORDWEST WETTER WECHSELHAFT|tiefdruckgebiete über dem atlantik sorgen in der nordwesthälfte deutschlands für unbeständiges wetter
01December_2011_Thursday_tagesschau-3468|01December_2011_Thursday_tagesschau-3468/1/*.png|-1|-1|Signer05|SUEDOST VORTEIL IX HOCH BELGIEN KOMMEN|die südöstlichen landesteile profitieren zunächst noch von einem hoch über dem balkan
01December_2011_Thursday_tagesschau-3469|01December_2011_Thursday_tagesschau-3469/1/*.png|-1|-1|Signer05|NACHT BESONDERS NORD NORDWEST REGEN SUED TEIL KLAR WOLKE NEBEL|in der nacht regnet es vor allem im norden und nordwesten im süden ist es teils klar teils wolkig oder neblig
01December_2011_Thursday_tagesschau-3471|01December_2011_Thursday_tagesschau-3471/1/*.png|-1|-1|Signer05|MEISTENS WOLKE REGEN SUED KOMMEN|die dichten regenwolken verlagern sich südostwärts
01December_2011_Thursday_tagesschau-3472|01December_2011_Thursday_tagesschau-3472/1/*.png|-1|-1|Signer05|KLAR REGION WAHRSCHEINLICH SCHAUER|richtung nordwesten lockert es auf an den küsten einige schauer
01December_2011_Thursday_tagesschau-3474|01December_2011_Thursday_tagesschau-3474/1/*.png|-1|-1|Signer05|NACHT ZEHN BAYERN IX MINUS ZWEI|in der nacht zehn grad am niederrhein und minus zwei grad in bayern
01December_2011_Thursday_tagesschau-3475|01December_2011_Thursday_tagesschau-3475/1/*.png|-1|-1|Signer05|TAG NORD NUR FUENF ALLGAEU BERG VOR LAND VIERZEHN|am tag fünf grad im äußersten norden vierzehn grad im alpenvorland
01December_2011_Thursday_tagesschau-3476|01December_2011_Thursday_tagesschau-3476/1/*.png|-1|-1|Signer05|SAMSTAG WIEDER NEU REGEN KOMMEN WIND STURM|im laufe des samstags breiten sich neue regenfälle von nordwest nach südost aus dazu wird es sehr windig bis stürmisch
01December_2011_Thursday_tagesschau-3477|01December_2011_Thursday_tagesschau-3477/1/*.png|-1|-1|Signer05|SONNTAG WECHSELHAFT AUCH TEIL STURM|am sonntag unbeständiges wetter dazu ist es teilweise stürmisch
01December_2011_Thursday_tagesschau-3478|01December_2011_Thursday_tagesschau-3478/1/*.png|-1|-1|Signer05|MONTAG OFT STARK WOLKE TEIL ORT REGEN|am montag ist es oft stark bewölkt gebietsweise regnet es kräftig
01December_2011_Thursday_tagesschau-3479|01December_2011_Thursday_tagesschau-3479/1/*.png|-1|-1|Signer05|WIND BLEIBEN|der wind hält an
01February_2011_Tuesday_heute-4629|01February_2011_Tuesday_heute-4629/1/*.png|-1|-1|Signer08|LIEB ZUSCHAUER GUT ABEND|liebe zuschauer guten abend
01February_2011_Tuesday_heute-4630|01February_2011_Tuesday_heute-4630/1/*.png|-1|-1|Signer08|HEUTE NEBEL HOCH NEBEL ZWISCHEN RUHIG WETTER ZEIT VORBEI|heute noch zwischen nebel und hochnebel aber diese ruhige wetterzeit geht zu ende
01February_2011_Tuesday_heute-4631|01February_2011_Tuesday_heute-4631/1/*.png|-1|-1|Signer08|MITTE STURM TIEF KOMMEN LUFT MILD ABER REGEN|ein sturmtief bei island bringt uns mit einer milden südwestströmung eben sehr milde luft aber auch mal wieder regen
01February_2011_Tuesday_heute-4634|01February_2011_Tuesday_heute-4634/1/*.png|-1|-1|Signer08|REGION MITTE KOENNEN SCHNEE|und im landesinnern kann zum teil auch noch schnee dabei sein
01February_2011_Tuesday_heute-4635|01February_2011_Tuesday_heute-4635/1/*.png|-1|-1|Signer08|KOMMEN KALT LUFT HEUTE NACHT SUED FROST SUEDOST MINUS UEBER MINUS ZEHN DREIZEHN GRAD|das ganze läuft ja in diese kaltluft rein denn wir haben heute nacht noch verbreitet frost im süden und südosten sogar noch zweistellige minusgrade
01February_2011_Tuesday_heute-4638|01February_2011_Tuesday_heute-4638/1/*.png|-1|-1|Signer08|OST KOENNEN SCHNEE IX ANFANG REGEN KOENNEN GLATT|richtung osten immer noch etwas schnee anfangs dann aber auch regen anfangs auch noch glättegefahr
01February_2011_Tuesday_heute-4639|01February_2011_Tuesday_heute-4639/1/*.png|-1|-1|Signer08|NORDWEST TROCKEN TRUEB NORDWEST DANN WIEDER REGEN KOMMEN|sonst eher trocken trübe und im nordwesten kommt dann der nächste regen an
01February_2011_Tuesday_heute-4640|01February_2011_Tuesday_heute-4640/1/*.png|-1|-1|Signer08|DONNERSTAG KOMMEN KOENNEN DAZU BERG KOENNEN SCHNEE GLATT|und der zieht richtung südosten am donnerstag anfangs auch noch mit schnee im bergland und glättegefahr
01February_2011_Tuesday_heute-4641|01February_2011_Tuesday_heute-4641/1/*.png|-1|-1|Signer08|DANACH MILD STURM IN-KOMMEND IN-KOMMEND|dann wird es aber mild und stürmisch in den nächsten tagen
01February_2011_Tuesday_heute-4642|01February_2011_Tuesday_heute-4642/1/*.png|-1|-1|Signer08|DANN SCHAUEN UNWETTER WIE SITUATION WIE-AUSSEHEN SIE KOENNEN MACHEN ANSCHAUEN Z+D+E TEXT ODER KOENNEN INTERNET SIE SCHAUEN|und wenn sie sich über die aktuelle unwetterlage bei uns informieren möchten dann können sie das jederzeit tun entweder über zdf text oder über das internet
01February_2011_Tuesday_heute-4643|01February_2011_Tuesday_heute-4643/1/*.png|-1|-1|Signer08|JETZT SCHOEN ABEND poss-EUCH|jetzt wünsche ich ihnen noch einen schönen abend
01February_2011_Tuesday_tagesschau-4964|01February_2011_Tuesday_tagesschau-4964/1/*.png|-1|-1|Signer08|JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH ZWEITE FEBRUAR ZEIGEN-BILDSCHIRM|und nun die wettervorhersage für morgen mittwoch den zweiten februar
01February_2011_Tuesday_tagesschau-4965|01February_2011_Tuesday_tagesschau-4965/1/*.png|-1|-1|Signer08|TIEF KOMMEN SCHNEE KALT REGEN GLATT|tiefdruckgebiete lenken von nordwesten schnee und gefrierenden regen nach deutschland
01February_2011_Tuesday_tagesschau-4966|01February_2011_Tuesday_tagesschau-4966/1/*.png|-1|-1|Signer08|DAZU KOMMEN MILD DARUM AB FREITAG SCHNEE NICHT-MEHR|da auch mildere luft heranfließt ist schnee ab freitag kein thema mehr
01February_2011_Tuesday_tagesschau-4967|01February_2011_Tuesday_tagesschau-4967/1/*.png|-1|-1|Signer08|SUED IX FREUNDLICH|im süden wird es unter leichtem hochdruckeinfluss dann auch wieder freundlicher
01February_2011_Tuesday_tagesschau-4968|01February_2011_Tuesday_tagesschau-4968/1/*.png|-1|-1|Signer08|KOMMEN HEUTE NACHT KOMMEN SCHNEE REGEN GLATT KOENNEN GLATT GEFAHR KOENNEN UNWETTER WARNUNG|von nordwesten breiten sich heute nacht schnee und gefrierender regen aus dabei wird es gefährlich glatt es bestehende entsprechende unwetterwarnungen des deutschen wetterdienstes
01February_2011_Tuesday_tagesschau-4969|01February_2011_Tuesday_tagesschau-4969/1/*.png|-1|-1|Signer08|AUCH MORGEN VIEL WOLKE SPEZIELL OST SUED SCHNEE UND REGEN GLATT|auch morgen viele wolken im osten und südosten noch leichter schneefall oder gefrierender regen
01February_2011_Tuesday_tagesschau-4970|01February_2011_Tuesday_tagesschau-4970/1/*.png|-1|-1|Signer08|NACH MITTAG AUFLOESEN ABER ABEND KOMMEN REGEN|am nachmittag lockert es hier und da auf aber gegen abend zieht von der nordsee wieder regen heran
01February_2011_Tuesday_tagesschau-4971|01February_2011_Tuesday_tagesschau-4971/1/*.png|-1|-1|Signer08|SUED SCHWACH NORD MAESSIG WEHEN KUESTE STURM KOENNEN|im süden schwacher im norden mäßiger bis frischer wind an den küsten starke bis stürmische böen
01February_2011_Tuesday_tagesschau-4972|01February_2011_Tuesday_tagesschau-4972/1/*.png|-1|-1|Signer08|OST SUED HEUTE NACHT FROST NORD EINS GRAD MINUS PLUS|im osten und süden heute nacht teilweise strenger frost in nordfriesland ein grad über null
01February_2011_Tuesday_tagesschau-4973|01February_2011_Tuesday_tagesschau-4973/1/*.png|-1|-1|Signer08|MORGEN FLUSS MINUS FUENF GRAD FLUSS PLUS FUENF GRAD|morgen an der donau minus fünf im emsland bis plus fünf grad
01July_2009_Wednesday_tagesschau-4552|01July_2009_Wednesday_tagesschau-4552/1/*.png|-1|-1|Signer09|IM-VERLAUF NACHT TEIL UEBERWIEGEND REGEN GEWITTER|bis in die nacht hinein sind immer noch einige teilweise unwetterartige schauer und gewitter unterwegs
01July_2009_Wednesday_tagesschau-4553|01July_2009_Wednesday_tagesschau-4553/1/*.png|-1|-1|Signer09|IX REGION WIND RUHIG KLAR|aber insgesamt beruhigt sich das wetter und es klart häufig auf
01July_2009_Wednesday_tagesschau-4554|01July_2009_Wednesday_tagesschau-4554/1/*.png|-1|-1|Signer09|TEIL AUCH NEBEL|örtlich ist auch wieder nebel dabei
01July_2009_Wednesday_tagesschau-4557|01July_2009_Wednesday_tagesschau-4557/1/*.png|-1|-1|Signer09|DANN MOEGLICH WEHEN|dann sind auch sturmböen möglich
01July_2009_Wednesday_tagesschau-4558|01July_2009_Wednesday_tagesschau-4558/1/*.png|-1|-1|Signer09|SCHWACH WEHEN|sonst meist schwacher wind aus nord bis nordost
01July_2009_Wednesday_tagesschau-4559|01July_2009_Wednesday_tagesschau-4559/1/*.png|-1|-1|Signer09|HEUTE NACHT WARM VIERZEHN MAXIMAL NEUNZEHN ALPEN ZWOELF|heute nacht wieder laue vierzehn bis neunzehn grad am alpenrand zwölf grad
01July_2009_Wednesday_tagesschau-4560|01July_2009_Wednesday_tagesschau-4560/1/*.png|-1|-1|Signer09|WENN IX WEHEN ANGENEHM DREI ZWANZIG GRAD SUEDOST MAXIMAL ZWEI DREISSIG|bei auflandigem wind an der ostsee morgen angenehme dreiundzwanzig grad im südwesten bis zweiunddreißig grad
01July_2009_Wednesday_tagesschau-4561|01July_2009_Wednesday_tagesschau-4561/1/*.png|-1|-1|Signer09|FREITAG DASSELBE|am freitag wenig änderungen
01July_2009_Wednesday_tagesschau-4562|01July_2009_Wednesday_tagesschau-4562/1/*.png|-1|-1|Signer09|SAMSTAG SONNTAG ALLE TIEF SCHAUER NEU WOLKE GEWITTER ICH SONNTAG BISSCHEN KUEHL|am wochenende machen sich atlantische tiefausläufer mit neuen wolken und gewittern bemerkbar die uns am sonntag eine leichte abkühlung bringen
01July_2010_Thursday_tagesschau-8787|01July_2010_Thursday_tagesschau-8787/1/*.png|-1|-1|Signer08|JETZT WETTER MORGEN FREITAG ZWEITE JULI WIE-AUSSEHEN ZEIGEN-BILDSCHIRM|und nun die wettervorhersage für morgen freitag den zweiten juli
01July_2010_Thursday_tagesschau-8788|01July_2010_Thursday_tagesschau-8788/1/*.png|-1|-1|Signer08|WEST HOCH KOMMEN HEISS LUFT KOMMEN|an der westlichen seite des hochs über mitteleuropa strömt heiße luft zu uns
01July_2010_Thursday_tagesschau-8789|01July_2010_Thursday_tagesschau-8789/1/*.png|-1|-1|Signer08|SAMSTAG UNGEFAEHR SECHS DREISSIG GRAD HOCH KOMMEN|am samstag erreicht die hitze mit werten um sechsunddreißig grad ihren höhepunkt
01July_2010_Thursday_tagesschau-8790|01July_2010_Thursday_tagesschau-8790/1/*.png|-1|-1|Signer08|DANN KOENNEN GEWITTER STURM REGEN KOENNEN|dann muss zum teil mit unwetterartigen gewittern gerechnet werden
01July_2010_Thursday_tagesschau-8791|01July_2010_Thursday_tagesschau-8791/1/*.png|-1|-1|Signer08|REGEN SCHON VORBEI DANN TROCKEN KLAR STERN KOENNEN SEHEN ODER LOCKER WOLKE|nachdem letzte schauer in der nacht abgeklungen sind bleibt es trocken dabei ist es klar oder nur locker bewölkt
01July_2010_Thursday_tagesschau-8792|01July_2010_Thursday_tagesschau-8792/1/*.png|-1|-1|Signer08|TAG VIEL SONNE IX WOLKE|am tag überall viel sonne ab und an ein paar wolken
01July_2010_Thursday_tagesschau-8793|01July_2010_Thursday_tagesschau-8793/1/*.png|-1|-1|Signer08|SCHWARZ WALD ALPEN KOENNEN GEWITTER GRUND HEISS|über dem schwarzwald an den alpen und ganz im westen einzelne kräftige hitzegewitter
01July_2010_Thursday_tagesschau-8794|01July_2010_Thursday_tagesschau-8794/1/*.png|-1|-1|Signer08|NORD WIND SCHWACH SUEDOST SCHWACH|an der see weht der wind schwach bis mäßig sonst meist nur schwach
01July_2010_Thursday_tagesschau-8796|01July_2010_Thursday_tagesschau-8796/1/*.png|-1|-1|Signer08|SAMSTAG SONNE AB NACH MITTAG WEST KOENNEN REGEN GEWITTER WIE IX REGEN KOENNEN|auch am samstag ist es meist sonnig ab dem nachmittag bilden sich in der westhälfte einige schauer und gewitter die unwetterartig ausfallen können
01July_2010_Thursday_tagesschau-8798|01July_2010_Thursday_tagesschau-8798/1/*.png|-1|-1|Signer08|MONTAG SONNE WOLKE WECHSELHAFT KOENNEN GEWITTER|am montag teils sonne teils wolken und einzelne gewitterschauer
